text,region
You could literally just read the article,pittsburgh
You wanna drop some nuts of you wanna get some nuts dropped on you? 🤔😂,new york
Cardinals of the month #compassion #meadow ridge elementary ,minneapolis
Mind you own business. Let her be. There’s so to do to mind other people’s business.,washington
Your so annoying bahahahah,san francisco
But i also should have the convo with someone who knows me and my character so i don’t have to keep defending my character and my beliefs throughout the whole discussion,los angeles
Happy Halloween! 🎃 👻 ....#halloween #happyhalloween #halloweenfun #halloweenspirit #halloweencostume #nun #pumpkinspice #fun #blood #creepitreal #iwantcandy #frightfulfun #HelpingOneFamilyAtATime #desertcitieshome #Benniondeville #realestateagent #firstfamilyhome #househunting ,los angeles
We always want our pitchers to think they are the King when they are on the mound #indianriver ,tampa
Aren’t you giving negative energy by saying other people give negative energy?,toronto
It explains so much,pittsburgh
The best boy is 5 today ,kansas city
👀 Had the whisky??? 🥃,new york
Great visuals! Learners with #autism would love your class! #differentnotless,tampa
is forever a mood 😂,seattle
"Boss telling me to decorate my cubical... sir, this is not my permanent desk. I can’t shake the feeling of promotion. My next is literally at my fingertips",san francisco
"#GirlChat NO KEEP HALLOWEEN ON THE 31 LIKE IT'S BEEN DON'T CHANGE THAT DATE THAT'S JUST LIKE CHANGING CHRISTMAS, AN YAAAAAASSSSS HALLOWEEN IS FOR GROWN UP'S ALSO I WAS LIL RED RIDING HOOD MIXED WITH THE BIG BAD WOLF, AN OUR HALLOWEEN PARTY WAS SATURDAY 🍷🍷🍷",toronto
Lol no. You’re not. I’ll trust MLBTR.,chicago
Stop the crazy ass gun laws that allow Joe Q Public to own assault weapons If you change the laws this would not happen,los angeles
At first when I saw you I had a steroid which you were wearing because at first I thought you were Einstein then I realize she would block bro come back to the future your looks good,phoenix
Okay surely I’m not the only one that got the ever living shit scared out of me by the new “spooky” themed Netflix startup sound..,kansas city
Morning romp in the short lived snow.  #snowdogs @ Pinon Hills Rv Park ,albuquerque
"going all out, I expect nothing less! Miss you guys!!💕",cincinnati
HOES GON BE HOES BUT I COULDNT BLAME________,new york
NOVEMBER.1st.2018 @ Diplomatic Immunity ,seattle
I’m so sad I’m not going tonight!! 😩💔,houston
I just can’t understand why this union has this kind of power. I’m a “No” —- that fella is in it for #1 —-,houston
It’s Wednesday &amp; that means it’s BOGO #burger day ! Slide on by for a #Burgerliscious8 BOGO of our own! ,tampa
Thanks for the follow!,houston
"I told my dad I wanted to go into work as a witch for Halloween and he says
“well just change the W to a B and you can go as yourself” 

.... 😐",tampa
Seeing the G today broke my heart dawg,washington
Trumps Nationalist party ,seattle
Dont say I changed when you see me at my greatest,oklahoma city
I wanna try pho,houston
y’all I saw the Jonas brothers in concert when I was in second grade and let’s never let that memory fade,albuquerque
Thank ya fam,nashville
My 20-30 minute commute is hitting the one hour mark because of road closures (#ACAB) and construction (#FuckCapitalism) 🤨 #FirstWorldProblems,las vegas
"Just about every one of my neighbors are out mowing grass. 
It's almost November grass morning szn is over",pittsburgh
11 HOURS UNTIL #CHRISTMAS,tampa
" I see you. Do you feel me grip for breathe like I do? Aaahhhhh, in and out of breathe as the passions cheft at the senses of our skin touching. Brushing up against each other, with hot ambers of friction. Our minds are dizzy as we spin in deep desire. 🔥🔥",nashville
rotc guys think running is a personality trait,charlotte
... What? :T,oklahoma city
My manager gave me all this water. I’m convinced he cares about my skin.,chicago
I do NOT want to work today it’s going to be so slow,los angeles
These rich grandmas bringing their demon grandchildren to Bell Works are killing my lunch break vibe rn 🤷🏻‍♀️,new york
A great transformation! Wakanda and Sunny Forever!,los angeles
Happy Halloween from everyone at Advanced Pharma!! We love Halloween.🎃🎃🎃🎃🎃🎃🎃#halloween #pharma #research @ Advanced Pharma-Miami ,tampa
So many reasons why he’s the 🐐,new york
2019 our year ain’t no let up on this Bagrunner shit  . That’s on Bagnem frfr 💰🏃🏾‍♂️,tampa
"#Esəˈterik @ Blackdom, New Mexico ",albuquerque
Ford's gravy train,toronto
today is probably the only day that Ima use the word “spooky”,houston
31 recommendations if you're looking for an underrated horror film this Halloween  ,oklahoma city
Anything going on tonight?,houston
i’ll respect u more if u kept it real with me,san francisco
And his skanky wife too,tampa
Stop in and see us at the Windward VIP Club at #FLIBS! ,tampa
Skirball Talks with Rubén Blades last Monday: a short but detailed exploration of Rubén’s career and celebrating his scholar in residence post at  this year. Thanks to Deans… ,new york
It’s almost time for Downtown Dining Week! Check out the menus online and make your reservations! Plus we’ve got a special  promotion this year to help burn off all that delicious food and make room for me 😉 &gt;&gt;  ,nashville
not the type of female to keep giving a nigga chance after chance‼️ I’ll let a nigga go before he think I need him🤷🏾‍♀️💯get yo act together or someone else will treat me like how im suppose to be treated💯😘🤣,houston
When your pops peeps the spot 😬 ,chicago
DUDEEE YES!!!😂😂I PULLED HER OUT &amp; PAINTED HER,chicago
Well that's pretty fucking specific.. We all know the locations. ,chicago
"A little devil 🎃😈 of course
And yoU? ♥️🎃",washington
It is definitely a trigger for many but I see the beauty in the way God works and chooses.,houston
"If you’re not a supporter of Israel, you have no business in America.",new york
Even tho it’s 1:15 good morning gab,tampa
Had to arrest her she went AWOL ,los angeles
"What you order:
What you get: ",san francisco
This book has me “hooked”  ,pittsburgh
FALLing for you has been the best thing that has ever happened to me.. love you  #fall #fallseason #colors #treestagram #kiss #inittowinit #letsmeethalfway #newtonkansas #midwest… ,kansas city
Happy Halloween!! from  Nation and  ,tampa
"I have no idea, I’m not deleting my mistweet either. Monica must be stopped.",new york
I feel the same way bruh,houston
"OH NO, if Trump keeps it up, the dead citizens of Chicago will not vote for him either!😉",kansas city
"You tried to bribe women to lie about Mueller. You created a fake site using stock pictures, some of famous people. You left YOUR MOM’s phone number on website registries for this company you “knew nothing about.” Dude. You are done.",tampa
"Happy Halloween! #wecandoit💪 #spookyday 👻 🎃 @ Laramie, Wyoming ",denver
"This Spring, the Department of Investigation released a disturbing report that found a gross understaffing of the NYPD Special Victims Divisions— only 67 detectives were available to investigate 5,600 sex crimes per year. Today, we vote on a bill that aims to change that. ",new york
"Michigan and Penn State subscribers, join  and  in 15 minutes! ",seattle
Fall is really showing off out here #Fall #leaves #osagecounty #oklahoma @ Woolaroc Museum &amp; Wildlife Preserve ,oklahoma city
God ain't going to save you.  Probably should start getting tattoos now. ,seattle
Netflix has the first season in pretty sure,seattle
"Ya know, sarongs aren’t quite as comfy as you think they’d be ",san francisco
"trifecta 

1 its #humpday
2 its #halloween 
3 its the end of the pay period for #models 
make sure you tip or get content from  your fave models 
show your support they give you a reason to.......
well use your imagination",new york
"God made each of us different, we all have a story, but that’s what makes us, us.",seattle
getting ready for all the ghouls and boys to get home from school  ,pittsburgh
Day #2 and the crowds already coming in.  Come see us in the Performance Racing Hall booth #21234 #SEMA2018 #SEMASHOW2018 #dartonsleeves #dartonarmy ,las vegas
"thank god for you 
we miss you",chicago
"""Exclusive: Trump to Terminate Birthright Citizenship"" via  ",san francisco
Missouri is burning,new york
we gone snatch yo nigga make him meet the team,houston
"Just ran into one of my best friends,  at school 💙 ",kansas city
"#happyhalloween from Jr #babyboy @ Oakdale, California ",san francisco
Nah that’s what i look at,nashville
Every single Halloween for the last 6 years has been nothing but pain and misery.,kansas city
"If you wanna entertain the world. Let's do it. You will make happy someone:    #Disney #Mickey90 #SanFrancisco #California #USA 🇺🇸 The Pictorius®.""
- Francesco Suriano -",seattle
This interview covers Vegas &amp; Media topics I've never before discussed publicly. But Jason's  site is the best of its kind + I trusted  to be fair. Some of the concepts will threaten many - but that doesn't make them any less true: ,las vegas
"he ain’t short enough, but you are tho 🤷🏽‍♂️",los angeles
"Take a photo, it’ll last longer.  #HappyHalloween ",tampa
That’s how I feel serving the Pearland cops when they come in to Stadia😂 I have my cop regulars😂 and we take shots when they come in off duty,houston
"How you doing?  #wendywilliams #newyork #tvshows #tvhost @ Chicago, Illinois ",chicago
"If you are going to code monsters , what better day than today!👻🎃 #codingforkids #scratch #kidscoding ",kansas city
"I just submitted ""Odd Man Out: The Series"" to  via ! -",los angeles
Hey Claude unless you are a real person don’t get involved in Ga. Elections. Your account is fake just like #BoycottBullyTrump #BoycottGOP #BoycottKempGA he is a cheater and lier! Just like #Trumpster ,nashville
On my way to heaven,cincinnati
"Hello world about 5 hours I'll be in Houston babe let's roll....J3 103 @ Fort Smith, Arkansas ",oklahoma city
People act like it’s a crime cus ion got no damn kids yet tf out my face 🙄,oklahoma city
"#halloween2018 #3holepunchjim @ Seattle, Washington ",seattle
I should’ve went to the cafe,charlotte
Wishing everyone a spooky Halloween ! 🎃👻🍬🍫👻 #halloween2018 #stephenking #theshining #popart #popsurrealism #lowbrowart #comeplaywithus #juxtapoz #hifructose #beautifulbizarre #mixedmedia… ,los angeles
Taking Fear Out of the Mortgage Process ,los angeles
Our last Preschool Halloween parade! #halloween2018 @ St. Matthew's Day School ,washington
Wasn't above having someone pay off his $200k+ debt.,washington
It’s just about halftime here at the Triangle Smart Cities Summit! Great conversations about how we can be smarter together! Great insights from local govts and  this am - startups queuing up! #TriangleSmart2018 ,charlotte
"Also, Trump is making an EO to end anchor babies bc that was never intended to be such a mess as it is today.  It was intended for slaves and their children, so if it doesn’t get passed by Congress he will make an EO. Keep believing fake news though LOL",tampa
I remember Darlington’s concussion in ‘14 complicating things in that room. Because he also had one in ‘13 if I remember right.,kansas city
Sometimes I see the world for how fucked up it really is,pittsburgh
Lmfaooooo hello bestie girl,charlotte
lately I’ve been encountering people who brag about doing bare minimum or studying a field they don’t even respect because “that’s where the money is.” there are people getting paid to smoke weed in front of a camera?? (Not that it’s not a “real” profession),new york
I love you,tampa
Just in time for Halloween. How fitting. And sex in an airplane bathroom.....that must’ve been a quickie. Give the girl her meds,seattle
10/10 would recommend. No discernible difference and flavor and way more convenient,new york
"This week’s gigs:
10/31 The Ranch - Laguna Beach, Ca 4pm
11/02 Hong Kong Inn -  Ventura, Ca 8pm
11/03 Topa Mountain Winery - Ojai, Ca 3pm
   #ranchlb… ",los angeles
"third album, “Alumni” is now available on all major streaming platforms! 

I am so incredibly proud of this thing and the people that I got to… ",oklahoma city
"There's a new hardcover ""Nightmares"" autographed by  in this  for Halloween--what treasures might you find tonight? ",los angeles
Ok next stop viceroyloscabos !! So excited for this amazing opportunity!! 🙏🏽🙏🏽🌴 #truecooks #chefkorisutton #tomatoes #infusedwater #mexicobeach #unitedairlines… ,los angeles
"Bought toasted meatball marinara and meatballs are cold as hell. Very frustrated. Its sad this location, that is tagged, is always bad.",houston
I was walking into the bank earlier and this man yelled “Pikachu! I choose you!” At me and I kept walking because I’m Simba😤😂,seattle
"i love black women so much. 
my love for them is endless &amp; unconditional.",toronto
Happy Halloween from zulily!! @ Zulily ,cincinnati
Yo  if y’all open at 10 why y’all never have anything ready at 10?,los angeles
"Agree with the sentiment. But to really convince black Americans to walk away, the Repubs need to overtly encourage the reversing of the Nixon Southern Strategy and kick out the right wing extremists, plus support policies that raise up the Black Community.",tampa
Only a weird mfer sit behind a fake page an talk shit about somebody who dead 😂😂🤦🏼‍♀️🤦🏼‍♀️,nashville
"Happy Halloween!! 🎃👻 @ Chicago, Illinois ",chicago
"🚨 Â1 tinggggs ! Up on the site now ! TAP IN 

",los angeles
"Mid-day takeaways from 

1. Participants should be involved not only in goal setting &amp; program planning but also in advocacy to change systemic issues.

2. Fidelity to the approach is important. So is adaptation to cultures/needs. Find the balance!

#DisruptPoverty",new york
Had a good batch of cookies but I still prefer that Danky taste OG,los angeles
and  were made for one another. Great collaboration. ,chicago
You know it!,cincinnati
If there’s a will there’s a way,kansas city
Idk. Ask my boss :),houston
Halloween is not even over ....yet Christmas commercials is already here. Can we just slow down for a bit.  Please and thank you.,new york
Christmas over Halloween 10 times outta 10,las vegas
"I have to start buying Sativa’s, Indica’s have me too high &amp; I can’t ever seem to put enough funta in a joint 🤦🏾‍♂️",san francisco
lmao aunty said Wuba instead of Uber ffs . Lord Yoruba girls won’t kill me 😭😭 ,chicago
Ladies what y’all doing for Halloween tonight?,cincinnati
Thanks for watching!,las vegas
why u laughing u from ESTL?🤔,nashville
I could spell then also!,kansas city
Yea. Democrat blood,las vegas
"Only if all the mass cheating by the Rethuglicans work.....
So sad that the only way your party can stay in power is by lying and cheating. 
We’ll see if good triumphs over evil. 
I’m betting on GOOD. 😊",las vegas
how do i work 40+ hours a week and managed to still be a broke bitch ??????,cincinnati
"🇺🇸🏑HOME PLAYOFF GAME!
#Districts #Backyard #LetsGo ",new york
After I get my house together and kids school shit together I’m thinking bout going back to school 2019 👩🏽‍🎓,tampa
i need a vacation,new york
"Come, Little Children  via",chicago
The Halloween to Christmas transition is really like the sicko mode beat switch up,new york
This sounds cool. Can’t wait!,oklahoma city
"Happy Halloween to all my fellow Spiritualists, Witches, Sages, and Shamans. Watch out for the Monsters that lurk in costume and false names.
#blackboymagic #darscorpius #harvest… ",washington
"I am not hearing anything from the old communist cow notley as she destroys Alberta, oil is 75/ bbl in most places, thanks to the old cow and true dope it is 15/bbl in Alberta. Oil by rail is pushing out grain shipments. May 18 is the end of parasite notley.",los angeles
"Having served as a political officer abroad for 11 years, I know how challenging it can be. It's way more complicated than cocktails and canapés. Finding and nurturing the right contacts. Making sense of complicated, rapidly changing situations. #ProudtobePolitical 3/7",montreal
"i continue to bang my head against the wall.  It is their future, and apparently they don't care if they have clean air and clean water and a clean ocean.   apparently they don't know that once the ocean dies so do we.",charlotte
Accident in #Sunrise on Oakland Park Blvd at NW 68th Ave #SFLtraffic ,tampa
"Update I just woke up from one of the best after beach naps, Orlando let’s see what’s up with Halloween tonight 😈",tampa
"This week, I saw some particularly outstanding analysis from our mission in Caracas. I served 3 years in #Venezuela. It changes you: watching the political &amp; economic crisis unfold, seeing the very real humanitarian &amp; social consequences. #ProudtobePolitical 6/7",montreal
Mad at myself for not buying a single pumpkin,new york
"Being in the middle of that - profoundly affected at a human level - makes generating the analysis so much more complicated and challenging. Ergo, chapeau to the team at  for your ongoing, outstanding work! You make me #ProudtobePolitical. 7/7",montreal
So drowning = my new hobby,cincinnati
You know how ANNOYING it is to be an immigrant and know more about US history &amp; laws than people born here?,new york
i haven’t had fast food in weeks but rn my spirit is with,houston
Maybe world peace should be first?,chicago
"Happy Halloween! 🎃🐔 Have a safe and fun time with all your peeps! 
Day-old chicks - 
#happyhalloween #mypetchicken #lovies #trickortreat #chickens #pumpkin #gourds #backyardchickens #freerange #homesteading #pet ",new york
Happy Halloween. It is my duty to post this once a year. ,los angeles
"But there will be a $4 billion financial boost to Calgary ?
It’s the $4 billion the government is spending ?",toronto
We are excited to welcome  and projectimmersed this Saturday! @ Live House Hollywood ,los angeles
$NHPI idiot alert....people bailing on this to chase tickers up almost 200%...Nows the time to load before we move up.,los angeles
Our lyft driver sees the address set up to a dispensary and he’s like you ladies are deff having fun,denver
If only people knew how much shit i been thru and still goi g thru it,washington
"Just a poke looking for any way (evidence and supporting cast in Cleveland be damned) to bring the player who never lost to OSU back down. Congratulations on being a tired cliche, LJ.",oklahoma city
Vince Staples is the most genuine person in hip hop 😂😂😂😂,washington
Happy Halloween ❤️🎃🎃☹️ ,albuquerque
Bff is coming this weekend 🙌🏼,tampa
Visit booth #22755  booth to see the new #Bisimoto #AWD sequential Wagon version 2.4. This is a great #SEMA! ,las vegas
"Thankful for the support of the international #WomenMake community &amp; so many #dctech people ( ) 
If you’re in DC join us for our joint launch party tomorrow (ft. amazing projects from   )

",washington
Thank God for this Pay day cause😭😩,nashville
"Well she achieved her goal, morning show gave her press!  😡😡",los angeles
I swear fo god last week yo name was “Oh”  🥚,new york
If your trick or treating in my neighborhood tonight I’ll be handing out some modelos for some modelo time 🔥🔥🔥🔥,albuquerque
Happy Halloween 🎃 👻 Look who I ran into! #SpongeBobSquarepants 🙃🤓👍 @ Lorenz Bus Service ,minneapolis
Not very smart.,los angeles
Talks with God &gt;&gt;&gt;,houston
Save money for ??????,pittsburgh
Opened   app for such awesomeness! #HappyHallowen ,new york
Happy birthday to one of my favorite people!! Live it up ice cream Cohn!! ❤️🎉🎊🔞 ,houston
"We add a science twist - we are scientist contestants and our “bid” is a # associated with our scientist. Creative, educational, collaborative, and fun!",cincinnati
The only thing that would’ve made it 100% perfect would be if the date due card in the back was real and not just an image.,nashville
"This boy really is delusional.
If you leave me on open I WILL NOT BEG FOR YOUR ATTENTION 
I will not chase after anyone HA SILLY BITCH 
Trust and believe your attention isn’t any better than the boy right under your name on my phone PERIOD. NO TAMPON.",tampa
I love you moar.,new york
I’ve had at least 10 people write me on Snapchat about how clean my crossover is 😂😈🤷🏻‍♀️,las vegas
"The only comparable data point, ND struggled at home to beat Pitt. UCF toyed with Pitt.",washington
Homeless?? Uhhhh...okay. lol,los angeles
Trump own children were not citizens,new york
"Here's more info—huge relevance to the education conversation and how one man can be the ""owner"" of a whole school. ",new york
DAN just went on a run with me. I AM SPOOKED ,cincinnati
Wretched: Alistair Begg isn't nuts about some contemporary worship music.  via,los angeles
"I'm at PHO 280 in Birmingham, AL  ",nashville
"FUCK OFF, MIKE",cincinnati
She is a liar,charlotte
Honestly wtf did I send people on snap last night?😂,los angeles
My demons have nicknames at this point,los angeles
"Original soundtrack in used at Underdog just in time for Halloween.

#wsnc #myws #dtws #dtwsnc #downtownws #winstonsalem #camelcity #burkestreet #southofbroad #recordshop #recordstore… ",charlotte
Thank you!! I love those!,tampa
I’m not playin. We definitely are. See how I’m using periods to make sure my serious face is coming across.,los angeles
As of today if anybody call my phone or text me trying to be nosy you’re getting BLOCKEDT ‼️‼️‼️‼️ thanks in advance,nashville
"Happy Halloween, muggles!! ⚡️Today, Hermione goes to Gladwin Family Medicine to use some of her best healing spells ~Anapneo! ~ Episkey!~… ",chicago
he almost there but I thought I'd just boost him a bit you know?,oklahoma city
Some SAN folks (along with some friends from Clarksville Atheists and Humanist Association of Middle Tennessee) volunteered to help run the event An Evening with Richard Dawkins and… ,nashville
Smfh I can’t find happiness out here unless it’s dealing wit money,pittsburgh
Quick early morning trip to Pike Place for some flowers...Happy Halloween from Seattle 🎃🌹🌺 @ Pike Place Market ,seattle
Waot omg is that sound check???,tampa
Same too you!!✌🏻💯👻👹🎃🍂🍁,cincinnati
I know thank you,calgary
Lately I been having all these weird ass dreams wit people I don’t even have in my life anymore . Wonder what’s that a sign of ?,oklahoma city
"""A person travels the world over in search of what he/she needs and returns home to find it.""",toronto
Me too. We live in the woods. Kids too scared?,seattle
Sometimes the item shop changes during updates too. Doesn’t work the same every time. And since there was supposed to be an update today there is a good chance ghoul was supposed to be released today during the update.,minneapolis
Our TMHS MCJROTC Platoon Commanders conducting their quarterly meeting!#oohrah ,houston
Thanks I reposted,los angeles
Be right over...I ❤️ Snickers,san francisco
For good reason.  What is the real reason he was retained.  I’m guessing donor dollars.,washington
Yeah here in New Mexico Santa Fe it should be called Mexico not New Mexico cuz there's so many fucking Mexicans they're taking all our jobs it's ridiculous you should come down here Donald Trump and so you can see thank you very much,albuquerque
Happy Halloween from all of us crazy animals!  #cozy #onesie #halloweencostume #happyhalloween @ Moriarty Physical Therapy ,new york
He could have a tattoo in the middle of his forehead that said ‘punch me’ and it wouldn’t say ‘punch me’ as much as this quote.,washington
Only Thing I Hate Is Drinking Alone🤦🏾‍♀️😑🤧,oklahoma city
It went down last night  RVP CRVP EVENT 🔥🔥🔥 if you want to hear my unreleased single RUFIO you gotta come see me perform live ITS A BANGA💯 #rufiocomingsoon #cyy #rnb #hiphop @… ,nashville
knocked loose at the belasco ,los angeles
I gotta find sumn better to occupy my time while at work 🤦🏽‍♂️,albuquerque
They originated this kind of talk,charlotte
"Want to work in #SanFrancisco, CA? View our latest opening:  #Healthcare #Emergency #Medicine #Job #Jobs #Hiring #CareerArc",san francisco
Yeah I’m light skin but I’m still a dark nigga. Something wrong with him,tampa
You fucking funny,charlotte
"GREAT WORK TODAY GRIFFINS! 
Love seeing all the great costumes from the students AND teachers! ",kansas city
Now  its been bout 3 weeks 🙄🙄🙄🤧🤧 enoygh is enough,houston
"Well I heard he had all Three Musketeers at once

  #HalloweenCandyDrama ",new york
"i hate when a mf is clearly being shady, and when you call them out on it they try to make it seem like you crazy or trippin. 😐 like bitch. don’t play wit me",houston
We r at war with these invaders!  Find who sends them and stop it!,oklahoma city
This is my second message today asking to be in a polygamous relationship💀😂 ,nashville
I'll be on with  discussing science and science fiction in about ninety minutes. Link: ,nashville
"Just heard a voter say on tv, ""#Trump is Trump, but the economy is good.""
Right. And #Mussolini made the trains run on time. 😂😂😂",new york
Against.  How can anybody eat that stuff?,nashville
How I’m gonna be at the merch table  tonight  ,houston
My vegan brownies were not fucking with me today. So I turned them into brownie cake pops 😂,chicago
Kickflip fifty from jxsehernandez at Tulare Ca's park! #straingoods #skateboarding #culture #strainadvocate @ Tulare Skate Park ,los angeles
Everytime Waluigi wahs: A whole mood. ,pittsburgh
Awh I’ve seen staying in BH til Friday!,los angeles
Just now realizing I probably should’ve eaten before I did this makeup....,new york
"I thought that too, mine went back to Melanesia, Solomon Islands...
But they have backed off that theory. Don't know why right now because not many of us carry that gene...",charlotte
OMG MY HEART!! Thank you Trenton ♥️,houston
"Uh, I might have ate them ... (kidding!)",new york
Lmaooo one my mans gone be there... 😭🤣 ,nashville
Says Syd Kavanaugh,pittsburgh
I still don’t got a mask for this Halloween party,cincinnati
"I so Hope Boy Scout Bob, has something real Nice for Spanky 😊",toronto
That shit killed my mood😞,san francisco
What is leveon bell doing.  At this point I really do not understand,houston
😂😂😂 you know I can never take you seriously?  has to confirm this.,seattle
SHE SAY SHE FROM THE HOOD BUT SHE LIVE INSIDE THE VALLEY,washington
"“I don’t need my liver, that’s what’s making me sick” - Zach",san francisco
100% would bet money gucci said these exact words 😂 ,nashville
I just love   as a wrestler as a person I just love her❤❤❤❤,kansas city
Obviously neither do you. You are not more powerful than the constitution,new york
#HappyHalloween from ! Did you dress up as a public media character/personality today? Tag us in your photo to share it with us! ,nashville
🎃🎃🎃HAPPY HALLOWEEN!! #Thriller #MichaelJackson #EverydayMood #6am #Blessed #Thankful #MorningWorkout #Fighter #freedomfighter #BlackPanther #Gym #Gymlife #Light #Fitness #Workout #Strength… ,los angeles
HAPPY HALLOWEEN 🎃 from Shirley Temple (Ava Sofia) 😘🎊❤️ @ Pumpkin Patch ,los angeles
"My daughter and her team dressed up as famous feminists for Halloween!

Can you figure them out? 

I will purchase a  bracelet made by one of my favorite resisters  for the first one who does! ",toronto
"Let's have some fun! We want you to have an awesome Halloween, and we want you here on Friday Night for HAUNTED HOCKEY NIGHT! This is your chance to win tickets to the game. Details below 👇

BUY YOUR TICKETS:  #FearTheFox🦊 ",charlotte
Elvis w a fresh ass cut? 🤔🤔🤔,cincinnati
wow hello I adore u 🌸,houston
#3 looks awesome! So creative!,kansas city
"Also can we re-up this story, please? The President of the United States committed outright fraud, how are we not still talking about this all the time ",new york
Happy Halloween 🎃 ,tampa
"Yeah no. There is absolutely no comparison. One was a good , compassionate man and the other just pure garbage for a bad cause.",new york
I’ve had so much heartbreak that I bleed black,houston
Happy Halloween 🖤 here’s my attempt at a scarecrow 🤗 ,tampa
Trumps Nationalist party ,seattle
Then you’re ravenous But you need to have Pepto and Imodium,tampa
I miss game of thrones y’all... a lot,tampa
You know I been waiting on this shit bro 😭💯💯,tampa
I’m a fan of my D on some toes tbh,new york
"Doing this to help my girl  
I just entered to win an awesome prize! ",charlotte
"with the scoop, as always. #bestinbiz",new york
if you see me dressed like a bum today.. mind ya business its not a costume,chicago
It was all Jody’s idea! 😂 ,minneapolis
"why is this M2 bus going uptown sitting at each stop for 3-5 minutes? Since the bus before it didn’t bother to stop at 49th St, you could at least keep this one moving. We’ve gone 2 damn stops in 15 mins. Is there anything the  can do efficiently?",new york
"Nobody else at school is dressed up for Halloween, what losers lol",seattle
"Beautifully said Candace, &amp; I don't think anyone will be leaving your side. You've earned that loyalty w/your hardwork &amp; actions! Something tells me you &amp; Ye will be fine after some time passes. You had a slip of the tongue in the moment &amp; clarified the next day on FNC
🇺🇸#Blexit",montreal
Hes said he wants to play. But its irrelevant. The Bills would rather role out anyone but Kaep even if the mobility would help for the last few games. Just hope Allen doesn't fall victim,toronto
"You are a hateful and racist person.  With everything God has bless you with, you should be happy and have peace.  I feel sorry for you and i hope you start changing before you meet your maker.  Praying for your soul",albuquerque
Sharing a lyft with a prissy bitch 🙄,denver
So much fun! Another take... ,charlotte
Look at the whole interview stupid. Then say something that makes sense.,washington
"Julia Christian and Alex Wesneski scored go-ahead goals, but Wyoming Area fought back. Then, Kelsey Reznick scored one that Wyoming Area had no answer for, and Sem is back-to-back district champs
",new york
"I’m ready for a Bae, but is bae ready for me ",oklahoma city
"To the person who put a Beto sign on the door of the Vets center, just an FYI, you just pissed everyone in there. Good luck.",houston
My hair be drying out fast as hell smh,washington
Well the driving us crazy is true. Because you are Satan in a suit.,tampa
"Although it was not as pretty of a place as we thought it was going to be, we still made the best of our 4.2 mile walk/hike @ Bong Recreation Area ",minneapolis
"Sen. Joe Donnelly says he has minority staffers ""BUT"" they're amazing/incredible. Pesky conjunctions. He meant to say ""and,"" he says. By :  ",nashville
Cruz says it doesn’t matter!  Sniveling baby!,houston
"Nah u got it man , but u can try on me 😋😉",washington
"We are a Team. We work together toward a shared goal of creating the best possible experience for all our customers. We make sure their concerns are properly addressed, the coffee fresh… ",san francisco
You totally missed the message.,tampa
ITSSSS HALLLLOWEEENNN 😈😈 IM COMMING CRAZY TONIGHT,nashville
sarah you seem like one of those people 😂 😂 😂,washington
What’s so funny?,tampa
Bobby Shmurda needs to drop some 🔥🔥🔥when he get out,nashville
"hey friends,

merry christmas

love,
your broke friend",toronto
"“I keep my eyes always on the Lord. With Him at my right hand, I will not be shaken.” - Psalm 16:8",houston
Happy Halloween from  team! 👻🎃 ,houston
"Yeah, man!
Nice #digitizing, hey?
Full front #embroidering 
#embroidery. @ Anne's Embroidery ",houston
"Everybody Fwy When You Giving , But Let You Think About Self That 1 Time , All Hell Break Loose #FuckYa🖕🏽",houston
"#facts💯 #imdead😂 #butwhy🤔 #christmasfromnovember1sth🤣 #icant @ New York, New York ",new york
"Why do people like bringing up your past to prove a point? Like you’re speaking about a person you no longer know. I’m not the same person I was year ago, let alone a couple of months ago.",nashville
What happened on the last play?,oklahoma city
Now that the photoshoot is done I have really good ideas for a photoshoot,los angeles
Oh wow that’s a great deal! Where did you have that done?,oklahoma city
"Happy #Halloween 
Happy #Samhain
Happy #DayOfTheDead

Make Many Happy Memories

 #psychic @ StarZ Psychics ",charlotte
good pussy smell like 7-eleven,new york
So did PTA,new york
"#AlsMtl Manziel (bruised R hand) participated in practice today. Was first up in first team offence but reps were split evenly between him, Pipkin and Shiltz. #CFL #TSN",montreal
This makes me happy,new york
It’s Time To Get Use To It Though 🤷🏾‍♀️,oklahoma city
"Too much is spent on weddings. Ours cost under $1000. White dress, sandals, fancy dinner for 16 family members. Done!! Still married 43 years later.",montreal
STAHP I LOVE YOU AND KIMMIE SO MUCH.,new york
Now ask yourself that,chicago
"🐸 MORE FAKE news.🐲
C.N.N. HATE Trump  HATE  the American HATE  this bless Nation..
Don't like here move to Venezuela..
FREE healthcare(vaccine depolation) Free food with poison  GMO.HORMONES * NO water NO toilet paper😓NO FREEDOM.😳
Move./TASTE  the Left😊",los angeles
Had a good batch of cookies but I still prefer that Dank.,los angeles
how come i have to call ranch to help me anytime i have to send a text over 2 sentences long,san francisco
"🚨‼️  - “Accountant”💰💸 (Shot by Me) 🎥🎬 Out Now 🔥 @ Los Angeles, California ",los angeles
I miss living on Long Island.,new york
Happy Halloween from my pumpkin 🎃 ,los angeles
"I’ve worked the last six Halloweens in Arizona, and I have no idea what to do tonight since I’m off. #probablyhomework #atleastidonthavetodressup",phoenix
"Bridge closed in #Vancouver on I 5 SB at Interstate Brg, stopped traffic back to SR 14 #PDXtraffic ",seattle
